Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
787,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,7,7,474,5.3,0.00,0.19,0.00,0.00,0.00,0.19,0.00,0.00,0.19,0.19,0.00,0.19,0.00,0.00,0.08,0.08,0.00,0.07,0.08,0.00,0.08,Matches,cf623c78
788,Hugo Duro,es ESP,DFMF,Getafe,es La Liga,21,1999,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.82,0.00,0.82,0.82,0.82,Matches,37e103f8
789,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,30,22,1834,20.4,0.34,0.05,0.34,0.00,0.00,0.15,0.05,0.34,0.05,0.39,0.34,0.39,0.21,0.21,0.05,0.25,0.21,0.05,0.26,0.21,0.26,Matches,37e103f8
790,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,37,33,3007,33.4,0.03,0.09,0.03,0.00,0.00,0.03,0.00,0.03,0.09,0.12,0.03,0.12,0.04,0.04,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches,0cbc8baa
791,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,27,1993,29,26,2061,22.9,0.44,0.22,0.39,0.04,0.09,0.13,0.00,0.44,0.22,0.66,0.39,0.61,0.35,0.28,0.22,0.50,0.35,0.22,0.57,0.28,0.50,Matches,e0921a4f
792,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,36,27,2469,27.4,0.47,0.22,0.47,0.00,0.00,0.07,0.00,0.47,0.22,0.69,0.47,0.69,0.54,0.54,0.18,0.72,0.54,0.18,0.72,0.54,0.72,Matches,3bb7f478
793,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,27,21,1890,21.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.03,0.03,0.01,0.03,Matches,9ba7b4fa
794,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,19,12,1138,12.6,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.04,0.10,0.06,0.04,0.10,0.06,0.10,Matches,6af30900
795,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37,37,3330,37.0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3bb7b8b4
796,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,15,13,1147,12.7,0.16,0.08,0.16,0.00,0.00,0.39,0.00,0.16,0.08,0.24,0.16,0.24,0.18,0.18,0.07,0.25,0.18,0.07,0.25,0.18,0.25,Matches,a9202def
797,Odsonne Édouard,fr FRA,FWMF,Crystal Palace,eng Premier League,23,1998,28,18,1564,17.4,0.34,0.17,0.29,0.06,0.06,0.23,0.00,0.35,0.17,0.52,0.29,0.46,0.41,0.36,0.13,0.49,0.41,0.13,0.54,0.36,0.50,Matches,0562b7f1
798,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d313e8ff
799,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,31,26,2194,24.4,0.04,0.08,0.04,0.00,0.00,0.08,0.00,0.04,0.08,0.12,0.04,0.12,0.06,0.06,0.06,0.11,0.06,0.06,0.11,0.06,0.11,Matches,beb882a8
800,Lilian Egloff,de GER,MFDF,Stuttgart,de Bundesliga,18,2002,4,0,31,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.42,0.42,0.00,0.42,Matches,2f7fec15
801,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,16,6,681,7.6,0.00,0.13,0.00,0.00,0.00,0.26,0.00,0.00,0.13,0.13,0.00,0.13,0.04,0.04,0.12,0.16,0.03,0.13,0.16,0.03,0.16,Matches,76b2817e
802,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,1,1,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,943b9602
803,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,26,19,1637,18.2,0.05,0.00,0.05,0.00,0.00,0.60,0.05,0.05,0.00,0.05,0.05,0.05,0.07,0.07,0.02,0.09,0.07,0.02,0.09,0.07,0.09,Matches,f503ea63
804,Hugo Ekitike,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,24,15,1273,14.1,0.71,0.21,0.64,0.07,0.14,0.07,0.07,0.71,0.21,0.92,0.64,0.85,0.50,0.38,0.12,0.50,0.50,0.12,0.61,0.38,0.49,Matches,5b92d896
805,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,21,6,718,8.0,0.38,0.00,0.38,0.00,0.00,0.13,0.00,0.38,0.00,0.38,0.38,0.38,0.21,0.21,0.07,0.29,0.21,0.08,0.29,0.21,0.29,Matches,73d6a176
806,Caleb Ekuban,gh GHA,FWMF,Genoa,it Serie A,27,1994,30,18,1716,19.1,0.05,0.10,0.05,0.00,0.00,0.10,0.00,0.05,0.10,0.16,0.05,0.16,0.21,0.21,0.13,0.34,0.21,0.12,0.34,0.21,0.34,Matches,7afbd2c3
807,Anthony Elanga,se SWE,MFFW,Manchester Utd,eng Premier League,19,2002,21,14,1214,13.5,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.15,0.15,0.30,0.15,0.30,0.20,0.20,0.19,0.39,0.20,0.18,0.39,0.20,0.39,Matches,2fba6108
808,Alberth Elis,hn HON,MFFW,Bordeaux,fr Ligue 1,25,1996,20,16,1409,15.7,0.57,0.06,0.57,0.00,0.06,0.13,0.00,0.57,0.06,0.64,0.57,0.64,0.45,0.39,0.09,0.48,0.45,0.09,0.53,0.40,0.48,Matches,104b4ad3
809,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,6,4,346,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.16,0.47,0.29,0.17,0.46,0.29,0.46,Matches,c8387671
810,Elif Elmas,mk MKD,MFFW,Napoli,it Serie A,21,1999,37,12,1620,18.0,0.17,0.22,0.17,0.00,0.00,0.17,0.00,0.17,0.22,0.39,0.17,0.39,0.16,0.16,0.14,0.30,0.16,0.14,0.30,0.16,0.30,Matches,cf007308
811,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,14,8,806,9.0,0.00,0.22,0.00,0.00,0.00,0.11,0.00,0.00,0.22,0.22,0.00,0.22,0.02,0.02,0.06,0.09,0.03,0.06,0.09,0.03,0.09,Matches,47a34c4f
812,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,30,22,2105,23.4,0.17,0.04,0.17,0.00,0.00,0.13,0.04,0.17,0.04,0.21,0.17,0.21,0.08,0.08,0.01,0.09,0.08,0.01,0.08,0.08,0.08,Matches,f7dc2ae5
813,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,28,28,2430,27.0,0.04,0.00,0.04,0.00,0.00,0.11,0.04,0.04,0.00,0.04,0.04,0.04,0.05,0.05,0.00,0.06,0.05,0.00,0.06,0.05,0.06,Matches,48035304
814,Sepe Elye Wahi,fr FRA,FWMF,Montpellier,fr Ligue 1,18,2003,33,21,1786,19.8,0.51,0.05,0.51,0.00,0.00,0.10,0.00,0.50,0.05,0.55,0.50,0.55,0.37,0.37,0.05,0.42,0.38,0.05,0.43,0.38,0.43,Matches,0d7b6576
815,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,26,1994,30,23,2042,22.7,0.18,0.09,0.18,0.00,0.00,0.18,0.00,0.18,0.09,0.26,0.18,0.26,0.27,0.27,0.13,0.40,0.27,0.13,0.40,0.27,0.40,Matches,68dc0dac
816,Adri Embarba,es ESP,MFFW,Espanyol,es La Liga,29,1992,32,24,1986,22.1,0.00,0.09,0.00,0.00,0.00,0.18,0.00,0.00,0.09,0.09,0.00,0.09,0.17,0.17,0.14,0.31,0.17,0.14,0.31,0.17,0.31,Matches,db8f0eba
817,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,24,1997,29,24,2166,24.1,0.37,0.12,0.37,0.00,0.00,0.12,0.00,0.37,0.12,0.50,0.37,0.50,0.36,0.36,0.23,0.59,0.36,0.23,0.59,0.36,0.59,Matches,0b4f388a
818,Emerson,br BRA,DFMF,Tottenham,eng Premier League,22,1999,31,26,2286,25.4,0.04,0.04,0.04,0.00,0.00,0.20,0.00,0.04,0.04,0.08,0.04,0.08,0.07,0.07,0.12,0.19,0.07,0.12,0.19,0.07,0.19,Matches,df8b52a5
819,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,3,1,91,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,df8b52a5
820,Renaud Emond,be BEL,MFFW,Nantes,fr Ligue 1,29,1991,6,2,190,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.00,0.05,0.05,0.05,Matches,5c9ac7f0
821,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,23,15,1277,14.2,0.35,0.07,0.28,0.07,0.07,0.07,0.00,0.35,0.07,0.42,0.28,0.35,0.46,0.40,0.10,0.51,0.46,0.10,0.56,0.40,0.50,Matches,04e17fd5
822,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,4,0,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.33,0.20,0.05,0.25,0.20,0.25,Matches,1a83027b
823,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,33,33,2899,32.2,0.12,0.06,0.12,0.00,0.00,0.12,0.00,0.12,0.06,0.19,0.12,0.19,0.18,0.17,0.06,0.23,0.18,0.06,0.23,0.17,0.23,Matches,c149016b
824,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,11,10,939,10.4,0.10,0.38,0.10,0.00,0.00,0.10,0.00,0.10,0.38,0.48,0.10,0.48,0.13,0.13,0.37,0.50,0.14,0.36,0.50,0.14,0.50,Matches,980522ec
825,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,30,30,2576,28.6,0.07,0.00,0.07,0.00,0.00,0.17,0.00,0.07,0.00,0.07,0.07,0.07,0.10,0.10,0.01,0.11,0.10,0.01,0.11,0.10,0.11,Matches,0fee6bda
826,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,1,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3f79a1c8
827,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,17,15,1300,14.4,0.35,0.00,0.35,0.00,0.00,0.56,0.07,0.35,0.00,0.35,0.35,0.35,0.19,0.19,0.02,0.21,0.19,0.02,0.21,0.19,0.21,Matches,3f79a1c8
828,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,4,3,284,3.2,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,67669ce7
829,Sergio Escudero,es ESP,DFMF,Granada,es La Liga,31,1989,27,15,1434,15.9,0.13,0.06,0.13,0.00,0.00,0.38,0.00,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.09,0.16,0.07,0.09,0.16,0.07,0.16,Matches,b0616e3d
830,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37,37,3329,37.0,0.05,0.05,0.05,0.00,0.00,0.16,0.00,0.05,0.05,0.11,0.05,0.11,0.05,0.04,0.08,0.13,0.05,0.08,0.13,0.04,0.13,Matches,db001fa9
831,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,83e0eeb4
832,Estanis,es ESP,FW,Barcelona,es La Liga,17,2003,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ace50e9f
833,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,24,20,1857,20.6,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.01,0.05,0.04,0.01,0.05,0.04,0.05,Matches,1a066e69
834,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,28,17,1575,17.5,0.00,0.06,0.00,0.00,0.00,0.17,0.00,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.16,0.22,0.05,0.16,0.21,0.05,0.21,Matches,d38fdf53
835,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,1995,9,4,401,4.5,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.04,0.02,0.03,0.05,0.02,0.05,Matches,b579e83d
836,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,18,16,1348,15.0,0.07,0.07,0.07,0.00,0.00,0.20,0.00,0.07,0.07,0.13,0.07,0.13,0.05,0.05,0.07,0.11,0.05,0.06,0.11,0.05,0.11,Matches,f8fcd2a5
837,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,23,1998,13,6,605,6.7,0.15,0.15,0.15,0.00,0.00,0.15,0.00,0.15,0.15,0.30,0.15,0.30,0.09,0.09,0.18,0.27,0.09,0.18,0.27,0.09,0.27,Matches,ae4fc6a4
838,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,2001,10,6,580,6.4,0.16,0.00,0.16,0.00,0.00,0.63,0.00,0.16,0.00,0.16,0.16,0.16,0.28,0.28,0.14,0.42,0.27,0.15,0.42,0.27,0.42,Matches,bed68338
839,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,1985,37,37,3330,37.0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9328b835
840,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,29,26,2314,25.7,0.19,0.04,0.12,0.08,0.08,0.27,0.00,0.19,0.04,0.23,0.12,0.16,0.16,0.10,0.06,0.16,0.16,0.06,0.22,0.10,0.16,Matches,7f3b388c
841,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,1990,27,21,1667,18.5,0.00,0.11,0.00,0.00,0.00,0.43,0.05,0.00,0.11,0.11,0.00,0.11,0.05,0.05,0.06,0.11,0.05,0.06,0.11,0.05,0.11,Matches,bc7b4580
842,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34,1987,2,0,38,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.86,0.86,0.00,0.86,Matches,33508c78
843,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,1998,37,37,3330,37.0,0.11,0.00,0.11,0.00,0.00,0.05,0.00,0.11,0.00,0.11,0.11,0.11,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches,9c221d14
844,Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18,2003,6,0,123,1.4,0.71,0.00,0.71,0.00,0.00,0.00,0.00,0.73,0.00,0.73,0.73,0.73,0.36,0.36,0.00,0.36,0.33,0.00,0.33,0.33,0.33,Matches,93c9e7d9
845,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,23,1998,14,9,889,9.9,0.30,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,0.20,0.20,0.24,0.44,0.20,0.25,0.45,0.20,0.45,Matches,745ca0a3
846,Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23,1998,21,20,1795,19.9,0.35,0.25,0.10,0.25,0.25,0.05,0.00,0.35,0.25,0.60,0.10,0.35,0.35,0.15,0.20,0.35,0.35,0.20,0.55,0.15,0.35,Matches,745ca0a3
847,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,35,1986,22,8,838,9.3,0.65,0.00,0.65,0.00,0.00,0.11,0.00,0.64,0.00,0.64,0.64,0.64,0.58,0.58,0.05,0.63,0.58,0.05,0.63,0.58,0.63,Matches,66116290
848,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,30,1991,6,0,66,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.71,0.00,0.71,0.71,0.00,0.71,0.71,0.71,Matches,a39b9ef6
849,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,1995,10,9,855,9.5,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9f5a610b
850,Fali,es ESP,DFMF,Cádiz,es La Liga,27,1993,28,23,1803,20.0,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.10,0.10,0.00,0.10,0.04,0.04,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches,72a84002
851,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,28,1993,1,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,1.50,1.57,0.00,1.57,1.57,1.57,Matches,9085dd7c
852,Omar Faraj,se SWE,FW,Levante,es La Liga,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,de627c8a
853,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29,1991,32,30,2572,28.6,0.14,0.17,0.14,0.00,0.00,0.28,0.03,0.14,0.17,0.31,0.14,0.31,0.11,0.11,0.10,0.21,0.11,0.10,0.21,0.11,0.21,Matches,aae9d04a
854,Mohamed Fares,dz ALG,DFMF,Genoa,it Serie A,25,1996,9,6,587,6.5,0.31,0.15,0.31,0.00,0.00,0.31,0.00,0.31,0.15,0.46,0.31,0.46,0.20,0.20,0.09,0.29,0.19,0.09,0.28,0.19,0.28,Matches,b7a5bc86
855,Diego Farias,br BRA,MFFW,Cagliari,it Serie A,31,1990,4,0,66,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,157d29b6
856,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,1998,13,11,1105,12.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2c127b6f
857,Ömer Faruk Beyaz,tr TUR,DFMF,Stuttgart,de Bundesliga,17,2003,4,0,71,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.00,0.37,0.38,0.00,0.38,0.38,0.38,Matches,8307b663
858,Noah Fatar,fr FRA,DFMF,Angers,fr Ligue 1,19,2002,3,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2693f6bc
859,Ansu Fati,es ESP,FWMF,Barcelona,es La Liga,18,2002,10,3,336,3.7,1.08,0.00,1.08,0.00,0.00,0.00,0.00,1.07,0.00,1.07,1.07,1.07,0.43,0.43,0.14,0.57,0.42,0.14,0.56,0.42,0.56,Matches,0ba976e4
860,Julien Faussurier,fr FRA,MFDF,Brest,fr Ligue 1,34,1987,16,4,489,5.4,0.00,0.19,0.00,0.00,0.00,0.19,0.00,0.00,0.18,0.18,0.00,0.18,0.07,0.07,0.20,0.28,0.07,0.20,0.27,0.07,0.27,Matches,767212e6
861,Andrea Favilli,it ITA,FW,Genoa,it Serie A,24,1997,1,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,44510fde
862,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,1987,16,16,1434,15.9,0.06,0.00,0.06,0.00,0.00,0.19,0.06,0.06,0.00,0.06,0.06,0.06,0.10,0.10,0.03,0.13,0.10,0.03,0.13,0.10,0.13,Matches,4e358a2d
863,Aleix Febas,es ESP,MF,Mallorca,es La Liga,25,1996,4,1,117,1.3,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.17,0.17,0.00,0.17,Matches,38126309
864,Adrian Fein,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,3,0,32,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.11,0.20,0.31,0.11,0.31,Matches,60097ff6
865,Nabil Fekir,fr FRA,MF,Betis,es La Liga,28,1993,34,33,2794,31.0,0.19,0.26,0.19,0.00,0.00,0.23,0.03,0.19,0.26,0.45,0.19,0.45,0.20,0.20,0.27,0.47,0.20,0.28,0.47,0.20,0.47,Matches,bece776f
866,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,1989,26,15,1504,16.7,0.12,0.06,0.12,0.00,0.00,0.30,0.06,0.12,0.06,0.18,0.12,0.18,0.06,0.06,0.02,0.09,0.06,0.03,0.09,0.06,0.09,Matches,51a3c4c8
867,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,31,28,2491,27.7,0.00,0.00,0.00,0.00,0.00,0.32,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.02,0.02,Matches,15d0c248
868,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,21,1999,24,13,1263,14.0,0.57,0.29,0.57,0.00,0.00,0.21,0.07,0.57,0.29,0.86,0.57,0.86,0.44,0.44,0.24,0.69,0.44,0.24,0.69,0.44,0.69,Matches,8aafd64f
869,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23,1997,13,8,787,8.7,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.02,0.02,0.02,Matches,677da306
870,Kiko Femenía,es ESP,DF,Watford,eng Premier League,30,1991,27,26,2142,23.8,0.00,0.21,0.00,0.00,0.00,0.08,0.00,0.00,0.21,0.21,0.00,0.21,0.01,0.01,0.13,0.14,0.01,0.14,0.14,0.01,0.14,Matches,e5d01ecf
871,Evan Ferguson,ie IRL,MF,Brighton,eng Premier League,16,2004,1,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4596da74
872,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,20,2000,1,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2f8d27bc
873,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26,1994,36,35,3111,34.6,0.29,0.17,0.29,0.00,0.06,0.29,0.00,0.29,0.17,0.46,0.29,0.46,0.34,0.29,0.28,0.57,0.33,0.28,0.62,0.29,0.57,Matches,507c7bdf
874,Edimilson Fernandes,ch SUI,MFDF,Arminia,de Bundesliga,25,1996,7,2,283,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.10,0.23,0.12,0.09,0.21,0.12,0.21,Matches,3bb625ac
875,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13,13,1166,13.0,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a01c3d54
876,Álex Fernández,es ESP,MF,Cádiz,es La Liga,28,1992,32,22,2051,22.8,0.13,0.09,0.09,0.04,0.09,0.09,0.00,0.13,0.09,0.22,0.09,0.18,0.14,0.07,0.08,0.16,0.15,0.08,0.23,0.08,0.16,Matches,aa677a35
877,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12,12,1080,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f127d782
878,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,7,5,523,5.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.07,0.16,0.09,0.06,0.16,0.09,0.16,Matches,f25b010f
879,Fernandinho,br BRA,MFDF,Manchester City,eng Premier League,36,1985,19,10,964,10.7,0.19,0.09,0.19,0.00,0.00,0.09,0.00,0.19,0.09,0.28,0.19,0.28,0.17,0.17,0.09,0.27,0.17,0.09,0.27,0.17,0.27,Matches,101da2b5
880,Fernando,br BRA,MFDF,Sevilla,es La Liga,34,1987,24,21,1850,20.6,0.05,0.05,0.05,0.00,0.00,0.29,0.00,0.05,0.05,0.10,0.05,0.10,0.04,0.04,0.01,0.05,0.04,0.02,0.05,0.04,0.05,Matches,41f32541
881,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,23,20,1643,18.3,0.05,0.00,0.05,0.00,0.00,0.22,0.00,0.05,0.00,0.05,0.05,0.05,0.03,0.03,0.01,0.03,0.03,0.00,0.03,0.03,0.03,Matches,d0dbca9f
882,Salvador Ferrer,es ESP,DFMF,Spezia,it Serie A,23,1998,27,14,1495,16.6,0.00,0.18,0.00,0.00,0.00,0.18,0.00,0.00,0.18,0.18,0.00,0.18,0.02,0.02,0.09,0.11,0.02,0.09,0.11,0.02,0.11,Matches,eb76987d
883,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29,1992,34,33,2911,32.3,0.00,0.06,0.00,0.00,0.00,0.40,0.03,0.00,0.06,0.06,0.00,0.06,0.02,0.02,0.11,0.12,0.01,0.10,0.12,0.01,0.12,Matches,375622c5
