Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,15,1.34,12,1,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches,5c2b4f07
148,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,27,1994,20.8,47,2.26,26,4,4,6,7,0,4,0.19,2,1,0,0,1,0,Matches,253a06b9
149,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,67,2.77,46,0,8,10,3,0,6,0.25,2,0,2,1,1,0,Matches,e5478b87
150,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a1f66a7
151,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,29,1991,22.4,58,2.59,38,1,2,3,13,1,6,0.27,5,0,0,0,1,0,Matches,da052c14
152,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15.0,9,0.60,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,2200181e
153,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,35,1.39,22,1,0,7,0,5,4,0.16,0,0,0,3,0,1,Matches,420d7c7d
154,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,eaf71a5e
155,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,26,1995,4.0,13,3.26,12,0,0,1,0,0,1,0.25,1,0,0,0,0,0,Matches,10549b49
156,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,23.0,48,2.09,43,0,2,3,0,0,8,0.35,6,0,1,1,0,0,Matches,53cad200
157,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,23,1.07,18,0,0,4,0,1,3,0.14,1,0,0,2,0,0,Matches,bfd381b3
158,Carlos Bacca,co COL,FW,Granada,es La Liga,34,1986,5.7,12,2.09,8,0,0,2,2,0,2,0.35,1,0,0,0,1,0,Matches,09a9e921
159,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1c0eea98
160,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,6,0.55,3,0,0,2,0,1,2,0.18,0,0,0,1,0,1,Matches,114bbdee
161,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,74,2.34,64,0,1,1,2,6,2,0.06,0,0,1,0,1,0,Matches,e8c930bb
162,Édgar Badía,es ESP,GK,Elche,es La Liga,29,1992,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e4346678
163,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,2001,20.4,16,0.78,11,0,0,3,0,2,1,0.05,0,0,0,1,0,0,Matches,06df8256
164,Youssouph Badji,sn SEN,FWMF,Brest,fr Ligue 1,19,2001,1.5,3,1.99,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a2b9aee
165,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a98f3cbf
166,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ad263695
167,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,956a78ea
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,1992,12.2,15,1.23,13,0,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches,5046b7d4
169,Leon Bailey,jm JAM,MFFW,Aston Villa,eng Premier League,23,1997,8.5,20,2.37,15,0,1,2,2,0,1,0.12,1,0,0,0,0,0,Matches,3a233281
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a1232f4e
171,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5065d67d
172,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,5.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,be13e5a8
173,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,22,1999,22.8,103,4.51,66,21,8,5,1,2,7,0.31,5,1,0,1,0,0,Matches,f42d6c13
174,Cédric Bakambu,cd COD,FWMF,Marseille,fr Ligue 1,30,1991,4.0,13,3.30,11,0,1,1,0,0,3,0.76,3,0,0,0,0,0,Matches,0af4dcf0
175,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,3.4,3,0.88,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,ee95585f
176,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,26,1994,5.6,7,1.26,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,59bf127b
177,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,20.2,38,1.88,33,0,1,1,1,2,6,0.30,6,0,0,0,0,0,Matches,a8567629
178,Ridle Baku,de GER,DFMF,Wolfsburg,de Bundesliga,23,1998,27.2,83,3.05,60,4,4,7,7,1,10,0.37,5,0,0,1,3,1,Matches,442b56fa
179,Dilane Bakwa,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2b5a35e5
180,Tommaso Baldanzi,it ITA,FW,Empoli,it Serie A,18,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,102e2599
181,Alejandro Balde,es ESP,DFFW,Barcelona,es La Liga,17,2003,2.1,4,1.91,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,5ccc9672
182,Ibrahima Baldé,fr FRA,FWMF,Lens,fr Ligue 1,18,2003,0.6,1,1.58,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a30cb0d4
183,Keita Baldé,sn SEN,FWMF,Cagliari,it Serie A,26,1995,13.7,23,1.68,14,0,1,4,3,1,2,0.15,1,0,0,0,1,0,Matches,509a4ccb
184,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,2,0.64,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a58bb1e1
185,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,23,1.02,19,2,0,1,1,0,1,0.04,0,0,0,0,1,0,Matches,1fe67e86
186,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,1999,10.6,5,0.47,2,1,1,1,0,0,1,0.09,0,1,0,0,0,0,Matches,7c3ed041
187,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35.0,94,2.69,68,13,6,2,3,2,5,0.14,4,0,1,0,0,0,Matches,cee88597
188,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,5.0,13,2.62,11,0,1,0,1,0,2,0.40,2,0,0,0,0,0,Matches,f449640d
189,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,31822f8c
190,Abdoulaye Bamba,ci CIV,DFFW,Angers,fr Ligue 1,31,1990,5.1,7,1.38,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7fecbcdb
191,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,25,1996,27.0,87,3.23,46,25,8,3,4,1,7,0.26,5,0,1,1,0,0,Matches,b2bd0f6c
192,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,13,2.09,9,0,1,2,1,0,3,0.48,2,0,1,0,0,0,Matches,93feac6e
193,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,21.7,58,2.67,45,4,3,3,1,2,4,0.18,4,0,0,0,0,0,Matches,d44360be
194,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,1993,13.5,6,0.45,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,0821331c
195,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,24,1996,1.4,4,2.90,3,0,0,0,0,1,2,1.45,1,0,0,0,0,1,Matches,be47b750
196,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,10.1,23,2.27,17,0,4,1,0,1,1,0.10,1,0,0,0,0,0,Matches,2886c9b5
197,Antonín Barák,cz CZE,MFFW,Hellas Verona,it Serie A,26,1994,26.0,69,2.65,56,1,4,6,2,0,9,0.35,6,0,1,1,1,0,Matches,01efac19
198,Barbero,es ESP,FWMF,Osasuna,es La Liga,22,1998,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,981c1863
199,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0557ff4f
200,Barcia,es ESP,DF,Granada,es La Liga,20,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0c717ae6
201,Bradley Barcola,fr FRA,MFFW,Lyon,fr Ligue 1,18,2002,2.9,11,3.74,9,0,1,1,0,0,2,0.68,2,0,0,0,0,0,Matches,a0d55a09
202,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,28.8,43,1.49,38,3,1,0,0,1,4,0.14,4,0,0,0,0,0,Matches,1ddbc7ca
203,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26,1995,18.9,81,4.29,43,23,2,8,5,0,4,0.21,2,2,0,0,0,0,Matches,cac2537b
204,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0acda699
205,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,1997,16.5,20,1.21,18,0,1,0,1,0,2,0.12,1,0,0,0,1,0,Matches,03049c8c
206,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,1997,32.4,140,4.32,114,0,10,6,6,4,21,0.65,18,0,1,1,1,0,Matches,6928979a
207,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,24,1997,9.6,21,2.18,12,0,2,2,4,1,2,0.21,0,0,0,1,1,0,Matches,aad53e64
208,Ross Barkley,eng ENG,MFFW,Chelsea,eng Premier League,27,1993,2.0,18,9.00,13,3,1,1,0,0,3,1.50,3,0,0,0,0,0,Matches,3a24769f
209,Aymen Barkok,ma MAR,MFDF,Eint Frankfurt,de Bundesliga,23,1998,1.8,3,1.69,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a2a85828
210,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,9.0,18,2.00,12,0,0,3,3,0,1,0.11,1,0,0,0,0,0,Matches,2691c772
211,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,23,1997,23.3,62,2.66,48,0,7,4,3,0,13,0.56,11,0,0,2,0,0,Matches,3ea50f67
212,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,11.3,8,0.71,6,0,0,0,1,1,3,0.26,2,0,0,0,0,1,Matches,487d9b09
213,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,33,1.66,19,0,2,5,5,2,4,0.20,2,0,0,0,2,0,Matches,00242b75
214,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,19,2001,6.1,15,2.47,10,0,3,0,1,1,3,0.49,2,0,1,0,0,0,Matches,200e89e1
215,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,22,1.21,12,9,1,0,0,0,1,0.06,1,0,0,0,0,0,Matches,c0d3bd23
216,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,22,1998,23.7,87,3.67,65,11,3,4,4,0,10,0.42,8,1,0,1,0,0,Matches,e5bf73f3
217,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8df328f4
218,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,22.1,13,0.59,8,1,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches,b742cc0d
219,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,29,1992,1.7,2,1.23,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea06dd97
220,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,15,4.69,8,3,0,2,0,2,1,0.31,0,1,0,0,0,0,Matches,ea06dd97
221,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,9,0.83,5,1,1,2,0,0,3,0.28,1,1,0,1,0,0,Matches,80556f08
222,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,2.3,6,2.58,2,3,1,0,0,0,1,0.43,0,1,0,0,0,0,Matches,80556f08
223,Amine Bassi,fr FRA,MFFW,Metz,fr Ligue 1,23,1997,2.0,12,5.87,4,6,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,ced1d98f
224,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,42a028c5
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,44,1.71,38,0,2,2,0,2,5,0.19,5,0,0,0,0,0,Matches,75b86fb3
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,24,1996,25.4,80,3.15,48,22,3,4,1,2,5,0.20,3,1,0,1,0,0,Matches,1ac232b8
227,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,2002,1.6,2,1.23,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,cd4256d3
228,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,14,1.07,9,0,1,0,2,2,0,0.00,0,0,0,0,0,0,Matches,d637fc22
229,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,18.8,11,0.59,7,0,0,1,0,3,0,0.00,0,0,0,0,0,0,Matches,44a20f0c
230,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,47064058
231,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,24.1,28,1.16,20,1,1,5,0,1,2,0.08,1,0,0,1,0,0,Matches,bd7d2e6d
232,Julian Baumgartlinger,at AUT,MFFW,Leverkusen,de Bundesliga,33,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,69374ff5
233,Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,21,1999,21.0,52,2.48,42,0,3,1,4,2,4,0.19,3,0,0,0,0,1,Matches,437f2b00
234,Jon Bautista,es ESP,MF,Real Sociedad,es La Liga,26,1995,0.5,2,4.00,0,0,0,0,2,0,1,2.00,0,0,0,0,1,0,Matches,debc6b55
235,Paul Baysse,fr FRA,MFDF,Bordeaux,fr Ligue 1,33,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2515040a
236,Noah Joel Sarenren Bazee,ng NGA,MF,Augsburg,de Bundesliga,24,1996,2.7,5,1.86,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,fbbc8e15
237,Bebé,cv CPV,MFFW,Rayo Vallecano,es La Liga,31,1990,9.6,39,4.05,19,6,5,5,4,0,5,0.52,1,1,2,0,1,0,Matches,d8712bf9
238,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,de Bundesliga,27,1994,23.2,59,2.54,41,2,6,7,2,1,7,0.30,4,0,1,2,0,0,Matches,a53b661f
239,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,25,1996,34.8,28,0.81,19,3,1,0,3,2,2,0.06,1,0,0,0,0,1,Matches,19e4eab9
240,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,22,1999,9.3,11,1.19,4,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,30db8574
241,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,26,1995,19.5,71,3.63,58,0,3,2,8,0,11,0.56,9,0,2,0,0,0,Matches,8eb55dbb
242,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,25,1996,29.2,22,0.75,15,3,0,1,0,3,1,0.03,1,0,0,0,0,0,Matches,4115ce4e
243,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,24,1997,0.8,6,7.20,5,0,1,0,0,0,1,1.20,1,0,0,0,0,0,Matches,50dc94ce
244,Donny van de Beek,nl NED,MF,Everton,eng Premier League,24,1997,5.4,8,1.49,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,50dc94ce
245,Asmir Begović,ba BIH,GK,Everton,eng Premier League,34,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7b4de647
246,Valon Behrami,ch SUI,MF,Genoa,it Serie A,36,1985,3.5,5,1.45,4,0,0,1,0,0,1,0.29,1,0,0,0,0,0,Matches,d3d758d8
247,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,30,1991,5.5,20,3.61,14,0,3,2,1,0,4,0.72,1,0,1,1,1,0,Matches,30ae134d
248,Youcef Belaïli,dz ALG,MFFW,Brest,fr Ligue 1,29,1992,9.2,36,3.93,18,8,4,4,2,0,4,0.44,3,0,1,0,0,0,Matches,1a248246
249,Vid Belec,si SVN,GK,Salernitana,it Serie A,31,1990,21.5,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4f8ce0e1
250,Ishak Belfodil,dz ALG,FW,Hertha BSC,de Bundesliga,29,1992,18.2,53,2.92,41,0,4,5,2,1,8,0.44,4,0,1,1,1,1,Matches,ff182fdc
251,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,27,1994,25.7,33,1.29,31,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches,2b1bed19
252,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,29,1991,31.8,24,0.75,21,0,0,2,0,1,3,0.09,1,0,0,1,0,1,Matches,857a5abe
253,Armel Bella Kotchap,de GER,DF,Bochum,de Bundesliga,19,2001,19.6,15,0.76,9,0,0,1,1,4,1,0.05,0,0,0,0,0,1,Matches,a39d11bc
254,Raoul Bellanova,it ITA,DF,Cagliari,it Serie A,21,2000,27.7,67,2.42,53,1,3,2,5,3,8,0.29,8,0,0,0,0,0,Matches,e3756e72
255,Karim Bellarabi,de GER,MFDF,Leverkusen,de Bundesliga,31,1990,7.6,28,3.69,15,0,2,6,4,1,4,0.53,2,0,0,1,1,0,Matches,bee0bab1
256,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,23,1998,25.9,52,2.01,31,5,2,5,7,2,5,0.19,3,0,0,1,1,0,Matches,10f0fdd3
257,Héctor Bellerín,es ESP,DF,Betis,es La Liga,26,1995,22.0,47,2.14,39,6,2,0,0,0,7,0.32,6,0,1,0,0,0,Matches,f874dd44
258,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,18,2003,31.0,103,3.32,72,0,12,5,11,3,16,0.52,11,0,2,0,2,1,Matches,57d88cf9
259,George Bello,us USA,DF,Arminia,de Bundesliga,19,2002,4.8,5,1.04,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,aca0a525
260,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c678ddd7
261,Andrea Belotti,it ITA,FW,Torino,it Serie A,27,1993,15.2,39,2.56,18,2,2,7,10,0,4,0.26,1,0,1,0,2,0,Matches,d705ba44
262,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,22,1999,28.9,38,1.32,34,0,1,1,1,1,1,0.03,0,0,0,1,0,0,Matches,ed5c5fa3
263,Hatem Ben Arfa,fr FRA,FWMF,Lille,fr Ligue 1,34,1987,3.5,13,3.73,9,2,1,1,0,0,2,0.57,1,0,1,0,0,0,Matches,74dc806c
264,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1f6298f2
265,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,30,1990,28.1,70,2.49,56,0,4,5,5,0,13,0.46,9,0,2,1,1,0,Matches,942b4f90
266,Marco Benassi,it ITA,DFMF,Fiorentina,it Serie A,26,1994,1.8,2,1.13,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,0000acda
267,Marco Benassi,it ITA,MF,Empoli,it Serie A,26,1994,4.2,7,1.65,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,0000acda
268,Darío Benedetto,ar ARG,FWMF,Elche,es La Liga,31,1990,6.6,11,1.69,6,0,3,2,0,0,2,0.31,1,0,0,1,0,0,Matches,bef0a7ac
269,Darío Benedetto,ar ARG,FWMF,Marseille,fr Ligue 1,31,1990,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bef0a7ac
270,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,23,1997,2.7,14,5.12,6,5,0,1,1,1,1,0.37,0,0,0,1,0,0,Matches,fe888e39
271,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,28,1993,37.0,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,8a2248b4
272,Iker Benito,es ESP,MFFW,Osasuna,es La Liga,18,2002,1.3,2,1.53,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,50cbc806
273,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,29,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f5b6fb78
274,Pedro Benito,es ESP,FW,Cádiz,es La Liga,21,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a7416105
275,Filip Benković,hr CRO,DFFW,Udinese,it Serie A,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,305a3820
276,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,23,1997,16.9,61,3.60,44,7,4,1,3,2,3,0.18,3,0,0,0,0,0,Matches,db092d3b
277,Keanan Bennetts,eng ENG,MFFW,M'Gladbach,de Bundesliga,22,1999,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f4c7c708
278,Saïd Benrahma,dz ALG,MF,West Ham,eng Premier League,25,1995,24.1,74,3.07,57,0,7,7,3,0,8,0.33,7,0,0,1,0,0,Matches,5a04fd92
279,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,26,1995,22.4,28,1.25,22,2,0,1,1,2,4,0.18,3,0,0,1,0,0,Matches,378825c7
280,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,26,1994,16.8,17,1.01,14,0,1,1,1,0,1,0.06,1,0,0,0,0,0,Matches,3189f61a
281,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,24,1997,15.1,38,2.51,33,0,1,2,1,1,7,0.46,6,0,0,1,0,0,Matches,3b8674e6
282,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,24,1997,12.8,34,2.65,28,1,0,3,0,2,3,0.23,2,0,0,1,0,0,Matches,3b8674e6
283,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,30,1990,12.7,23,1.81,19,0,1,1,2,0,2,0.16,1,0,0,0,1,0,Matches,ab070c55
284,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,33,1987,28.8,130,4.52,110,0,12,7,1,0,22,0.77,16,0,5,1,0,0,Matches,70d74ece
285,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,30,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ec1f737d
286,Domenico Berardi,it ITA,MFFW,Sassuolo,it Serie A,26,1994,31.3,169,5.39,125,22,8,3,8,3,22,0.70,17,2,1,0,2,0,Matches,53a0e358
287,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,31,1990,11.3,18,1.60,14,2,0,0,1,1,3,0.27,2,1,0,0,0,0,Matches,b6e50615
288,Álex Berenguer,es ESP,MF,Athletic Club,es La Liga,26,1995,24.1,75,3.11,47,16,4,3,4,1,10,0.41,6,2,0,1,0,1,Matches,dc1c2fce
289,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,29,1992,32.7,53,1.62,39,6,4,2,2,0,7,0.21,4,2,1,0,0,0,Matches,61b3978f
290,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,30,1990,12.2,22,1.80,16,0,1,3,2,0,2,0.16,2,0,0,0,0,0,Matches,f72293fc
291,Patrick Berg,no NOR,MF,Lens,fr Ligue 1,23,1997,3.4,5,1.47,4,0,0,1,0,0,1,0.29,1,0,0,0,0,0,Matches,e4114f5d
292,Mitchell van Bergen,nl NED,FWMF,Reims,fr Ligue 1,21,1999,10.9,27,2.47,17,5,4,1,0,0,0,0.00,0,0,0,0,0,0,Matches,0b2c9aec
293,Steven Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,23,1997,6.3,21,3.35,15,1,2,1,1,1,3,0.48,1,0,1,0,1,0,Matches,a29b1131
294,Etrit Berisha,al ALB,GK,Torino,it Serie A,32,1989,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ee833569
295,Valon Berisha,xk KVX,MFFW,Reims,fr Ligue 1,28,1993,5.1,10,1.98,5,4,1,0,0,0,2,0.40,1,1,0,0,0,0,Matches,d5575935
296,Federico Bernardeschi,it ITA,MFFW,Juventus,it Serie A,27,1994,16.4,60,3.66,38,5,6,8,3,0,4,0.24,3,0,0,1,0,0,Matches,ee93c1a9
297,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,24,1997,13.0,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28dabd43
298,Paul Bernardoni,fr FRA,GK,Saint-Étienne,fr Ligue 1,24,1997,19.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28dabd43
299,Juan Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,28,1993,10.6,10,0.94,10,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,433dc9a2
300,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,23,1998,9.3,2,0.22,2,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches,380a15e2
301,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,31,1990,19.2,88,4.58,44,33,5,5,1,0,9,0.47,3,5,0,1,0,0,Matches,03e91055
